"index","species","status","error"
2118,"Microchrysa polita",0,NA
2119,"Ceratiomyxa fruticulosa",NA,"Results is empty"
2120,"Philoscia muscorum",0,NA
2121,"Suillus grevillei",0,NA
2122,"Trioza obtusa",0,NA
2123,"Aeshna eremita",0,NA
2124,"Digitalis lutea",1,NA
2125,"Pero honestaria",0,NA
2126,"Spizella pusilla",0,NA
2127,"Stellaria media",1,NA
2128,"Amanita abrupta",0,NA
2129,"Metcalfa pruinosa",0,NA
2130,"Agromyza aristata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2131,"Lathyrus latifolius",1,NA
2132,"Centaurea cyanus",1,NA
2133,"Lobelia siphilitica",0,NA
2134,"Orgyia leucostigma",0,NA
2135,"Sonchus oleraceus",1,NA
2136,"Harpalus rubripes",1,NA
2137,"Aphis spiraecola",1,NA
2138,"Clastoptera proteus",0,NA
2139,"Lagopus lagopus",0,NA
2140,"Trifolium campestre",1,NA
2141,"Larinus obtusus",1,NA
2142,"Lemna minor",0,NA
2143,"Phidippus purpuratus",0,NA
2144,"Feltia jaculifera",0,NA
2145,"Nectopsyche exquisita",0,NA
2146,"Xestia c-nigrum",0,NA
2147,"Lithophane pexata",0,NA
2148,"Ectropis crepuscularia",0,NA
2149,"Promenetus exacuous",0,NA
2150,"Melanerpes carolinus",0,NA
2151,"Pimephales notatus",0,NA
2152,"Cardellina canadensis",0,NA
2153,"Scoparia biplagialis",0,NA
2154,"Zanclognatha pedipilalis",0,NA
2155,"Protodeltote muscosula",0,NA
2156,"Anas acuta",0,NA
2157,"Megachile campanulae",0,NA
2158,"Agrilus obsoletoguttatus",0,NA
2159,"Exomias pellucidus",NA,"Results is empty"
2160,"Eriophyes emarginatae",NA,"No data for Canada"
2161,"Salix eriocephala",0,NA
2162,"Macrosaccus robiniella",0,NA
2163,"Orthonevra nitida",0,NA
2164,"Eugonobapta nivosaria",0,NA
2165,"Leersia virginica",0,NA
2166,"Prochyliza xanthostoma",0,NA
2167,"Triphosa haesitata",0,NA
2168,"Urocerus albicornis",0,NA
2169,"Entomobrya nivalis",0,NA
2170,"Melopsittacus undulatus",NA,"No data for Canada"
2171,"Platydracus cinnamopterus",0,NA
2172,"Euchlaena serrata",0,NA
2173,"Alnus glutinosa",1,NA
2174,"Lespedeza bicolor",1,NA
2175,"Picea abies",1,NA
2176,"Xanthoria elegans",NA,"No matching species"
2177,"Ocypus nitens",1,NA
2178,"Viburnum cassinoides",NA,"No matching species"
2179,"Glyphidocera lithodoxa",0,NA
2180,"Lema daturaphila",0,NA
2181,"Perittia herrichiella",1,NA
2182,"Agastache rugosa",NA,"Results is empty"
2183,"Podisus maculiventris",0,NA
2184,"Celithemis elisa",0,NA
2185,"Crocus flavus",NA,"No data for Canada"
2186,"Stenocorus schaumii",0,NA
2187,"Pinus sylvestris",1,NA
2188,"Catogenus rufus",0,NA
2189,"Carex communis",0,NA
2190,"Agrilus planipennis",1,NA
2191,"Catostomus commersonii",0,NA
2192,"Lacrymaria lacrymabunda",0,NA
2193,"Peniophora rufa",0,NA
2194,"Ganoderma applanatum",0,NA
2195,"Xanthoparmelia cumberlandia",0,NA
2196,"Calycomyza flavinotum",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2197,"Persicaria longiseta",1,NA
2198,"Gryllus pennsylvanicus",0,NA
2199,"Senecio viscosus",1,NA
2200,"Stenotus binotatus",1,NA
2201,"Agromyza pallidiseta",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2202,"Tripleurospermum inodorum",1,NA
2203,"Conocybe apala",0,NA
2204,"Herpetogramma aquilonalis",0,NA
2205,"Epicauta fabricii",0,NA
2206,"Ammophila pictipennis",NA,"In argument: `subnationCode == ""QC""`."
2207,"Neogobius melanostomus",1,NA
2208,"Sherardia arvensis",1,NA
2209,"Fraxinus excelsior",1,NA
2210,"Anagrapha falcifera",0,NA
2211,"Maccaffertium mediopunctatum",0,NA
2212,"Archips alberta",0,NA
2213,"Equisetum sylvaticum",0,NA
2214,"Dyspteris abortivaria",0,NA
2215,"Oiceoptoma inaequale",0,NA
2216,"Archips strianus",0,NA
2217,"Metanema determinata",0,NA
2218,"Euphyia intermediata",0,NA
2219,"Xanthorhoe labradorensis",0,NA
2220,"Cenopis ferreana",0,NA
2221,"Piranga rubra",0,NA
2222,"Macrodactylus subspinosus",0,NA
2223,"Cyanosporus caesius",NA,"No matching species"
2224,"Apioperdon pyriforme",0,NA
2225,"Contacyphon pusillus",NA,"Results is empty"
2226,"Stemonitis splendens",NA,"Results is empty"
2227,"Phidippus princeps",0,NA
2228,"Asio flammeus",0,NA
2229,"Rhopalomyia solidaginis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2230,"Salix fragilis",1,NA
2231,"Phallus rugulosus",NA,"Results is empty"
2232,"Onthophagus orpheus",0,NA
2233,"Sergiolus montanus",0,NA
2234,"Triticum aestivum",1,NA
2235,"Helenium amarum",NA,"No data for Canada"
2236,"Epiblema scudderiana",0,NA
2237,"Candolleomyces candolleanus",NA,"No matching species"
2238,"Meconema thalassinum",1,NA
2239,"Chasmanthium latifolium",NA,"No data for Canada"
2240,"Lycogala epidendrum",NA,"Results is empty"
2241,"Fallopia convolvulus",1,NA
2242,"Candelaria fibrosa",0,NA
2243,"Stragania apicalis",0,NA
2244,"Ectemnius continuus",NA,"In argument: `subnationCode == ""QC""`."
2245,"Schizophyllum commune",0,NA
2246,"Helochara communis",0,NA
2247,"Agrilus bilineatus",0,NA
2248,"Hypocritanus fascipennis",0,NA
2249,"Hystricia abrupta",NA,"In argument: `subnationCode == ""QC""`."
2250,"Lycoperdon perlatum",0,NA
2251,"Sparganothis pulcherrimana",0,NA
2252,"Calligrapha californica",0,NA
2253,"Brachypalpus oarus",0,NA
2254,"Acronicta lobeliae",0,NA
2255,"Phlox subulata",1,NA
2256,"Abortiporus biennis",0,NA
2257,"Geum rivale",0,NA
2258,"Candelariella vitellina",0,NA
2259,"Lamium purpureum",1,NA
2260,"Digrammia ocellinata",0,NA
2261,"Cordulia shurtleffii",0,NA
2262,"Nephelodes minians",0,NA
2263,"Ampelomyia vitiscoryloides",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2264,"Dolomedes triton",0,NA
2265,"Agonum lutulentum",0,NA
2266,"Latrodectus hesperus",0,NA
2267,"Bibio albipennis",0,NA
2268,"Scoliopteryx libatrix",0,NA
2269,"Setophaga dominica",0,NA
2270,"Lysimachia vulgaris",1,NA
2271,"Persicaria pensylvanica",0,NA
2272,"Picromerus bidens",1,NA
2273,"Colletes compactus",0,NA
2274,"Morone saxatilis",0,NA
2275,"Laccaria ochropurpurea",0,NA
2276,"Allagrapha aerea",0,NA
2277,"Sympistis chionanthi",0,NA
2278,"Elasmostethus cruciatus",0,NA
2279,"Leersia oryzoides",0,NA
2280,"Dryopteris goldieana",0,NA
2281,"Faxonius propinquus",0,NA
2282,"Medeola virginiana",0,NA
2283,"Anisodactylus harrisii",0,NA
2284,"Chrysops vittatus",0,NA
2285,"Carex rosea",0,NA
2286,"Oreta rosea",0,NA
2287,"Phosphila miselioides",0,NA
2288,"Pyrausta orphisalis",0,NA
2289,"Dicentra canadensis",0,NA
2290,"Melanophora roralis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2291,"Pyrausta acrionalis",0,NA
2292,"Carex typhina",0,NA
2293,"Amphasia sericea",0,NA
2294,"Therion circumflexum",NA,"Results is empty"
2295,"Atriplex patula",1,NA
2296,"Crambus laqueatellus",0,NA
2297,"Malacosoma americana",0,NA
2298,"Euclea delphinii",0,NA
2299,"Elliptio crassidens",0,NA
2300,"Neolimonia rara",NA,"Results is empty"
2301,"Drepanaphis acerifoliae",0,NA
2302,"Micromus subanticus",0,NA
2303,"Meconema meridionale",NA,"Results is empty"
2304,"Conotelus obscurus",0,NA
2305,"Viburnum dentatum",NA,"No data for Canada"
2306,"Platyarthrus hoffmannseggii",NA,"Results is empty"
2307,"Clastoptera achatina",0,NA
2308,"Cedusa maculata",0,NA
2309,"Crossocerus maculipennis",NA,"In argument: `subnationCode == ""QC""`."
2310,"Cyclachaena xanthiifolia",NA,"No matching species"
2311,"Sericomyia militaris",0,NA
2312,"Rhagio lineola",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2313,"Anacampsis agrimoniella",0,NA
2314,"Solva pallipes",0,NA
2315,"Lepisosteus osseus",0,NA
2316,"Nabalus albus",NA,"No matching species"
2317,"Dryopteris intermedia",0,NA
2318,"Gymnopilus sapineus",0,NA
2319,"Gyalolechia flavovirescens",0,NA
2320,"Carex pedunculata",0,NA
2321,"Dichomeris flavocostella",0,NA
2322,"Philanthus ventilabris",NA,"In argument: `subnationCode == ""QC""`."
2323,"Gyponana octolineata",0,NA
2324,"Arion fasciatus",1,NA
2325,"Pacificanthia rotundicollis",0,NA
2326,"Corydalis solida",1,NA
2327,"Costaconvexa centrostrigaria",0,NA
2328,"Elymus villosus",0,NA
2329,"Thelypteris palustris",0,NA
2330,"Myosotis arvensis",1,NA
2331,"Carex retrorsa",0,NA
2332,"Coprinellus flocculosus",0,NA
2333,"Pseudanomodon attenuatus",NA,"No matching species"
2334,"Melandrya striata",0,NA
2335,"Lycopus americanus",0,NA
2336,"Enallagma exsulans",0,NA
2337,"Catocala concumbens",0,NA
2338,"Autographa bimaculata",0,NA
2339,"Hyppa xylinoides",0,NA
2340,"Cardamine impatiens",1,NA
2341,"Storeria occipitomaculata",0,NA
2342,"Evernia mesomorpha",0,NA
2343,"Oxalis dillenii",1,NA
2344,"Amolita fessa",0,NA
2345,"Scilla luciliae",NA,"No matching species"
2346,"Lathyrus palustris",0,NA
2347,"Imleria badia",0,NA
2348,"Gentiana andrewsii",0,NA
2349,"Aceria quercina",NA,"Results is empty"
2350,"Celina hubbelli",0,NA
2351,"Psyllipsocus ramburii",NA,"No data for Canada"
2352,"Araneus trifolium",0,NA
2353,"Ludwigia palustris",0,NA
2354,"Peromyscus maniculatus",0,NA
2355,"Microrhopala excavata",0,NA
2356,"Pilea fontana",0,NA
2357,"Erythroneura acuticephala",0,NA
2358,"Cylisticus convexus",NA,"No data for Canada"
2359,"Oryctolagus cuniculus",1,NA
2360,"Eristalis stipator",0,NA
2361,"Basella alba",NA,"No data for Canada"
2362,"Euxesta notata",0,NA
2363,"Eriococcus spurius",NA,"Results is empty"
2364,"Astylopsis macula",0,NA
2365,"Cerma cerintha",0,NA
2366,"Pandemis lamprosana",0,NA
2367,"Xorides albopictus",NA,"Results is empty"
2368,"Micranthes virginiensis",0,NA
2369,"Leptocerus americanus",0,NA
2370,"Bombus vagans",0,NA
2371,"Catocala nebulosa",0,NA
2372,"Filipendula rubra",1,NA
2373,"Xylaria longipes",0,NA
2374,"Carex pseudocyperus",0,NA
2375,"Angarotipula illustris",0,NA
2376,"Ozyptila praticola",1,NA
2377,"Vasates aceriscrumena",NA,"Results is empty"
2378,"Pachypappa pseudobyrsa",0,NA
2379,"Agrocybe pediades",0,NA
2380,"Eragrostis minor",1,NA
2381,"Nabis roseipennis",0,NA
2382,"Enallagma ebrium",0,NA
2383,"Plochionus timidus",0,NA
2384,"Erysiphe vanbruntiana",NA,"Results is empty"
2385,"Hedera helix",1,NA
2386,"Populus rouleauana",NA,"No matching species"
2387,"Hydrangea quercifolia",NA,"No data for Canada"
2388,"Megachile frigida",0,NA
2389,"Setophaga nigrescens",0,NA
2390,"Crepidotus calolepis",0,NA
2391,"Coccyzus americanus",0,NA
2392,"Hexagenia limbata",0,NA
2393,"Ferrissia rivularis",0,NA
2394,"Gaultheria procumbens",0,NA
2395,"Cuerna striata",0,NA
2396,"Ponana quadralaba",0,NA
2397,"Lithacodes fasciola",0,NA
2398,"Carex stipata",0,NA
2399,"Silene noctiflora",1,NA
2400,"Megachile texana",0,NA
2401,"Spilomyia alcimus",0,NA
2402,"Cyrtophorus verrucosus",0,NA
2403,"Crepidotus kauffmanii",0,NA
2404,"Chrysoesthia sexguttella",1,NA
2405,"Solenopsis molesta",0,NA
2406,"Dermestes undulatus",1,NA
2407,"Polyporus radicatus",0,NA
2408,"Cyprinella spiloptera",0,NA
2409,"Agraylea multipunctata",0,NA
2410,"Holcocephala calva",0,NA
2411,"Grifola frondosa",0,NA
2412,"Morchella americana",0,NA
2413,"Ctenolepisma longicaudatum",1,NA
2414,"Stropharia aeruginosa",0,NA
2415,"Neoneides muticus",0,NA
2416,"Phlogophora iris",0,NA
2417,"Asterophora lycoperdoides",0,NA
2418,"Paralimnus phragmitis",NA,"Results is empty"
2419,"Telamona westcotti",0,NA
2420,"Hedya chionosema",0,NA
2421,"Microporus nigrita",NA,"No matching species"
2422,"Saperda candida",0,NA
2423,"Hoplismenus morulus",NA,"Results is empty"
2424,"Mahonia aquifolium",NA,"No matching species"
2425,"Phellodendron amurense",1,NA
2426,"Pholiota squarrosa",0,NA
2427,"Atalantycha neglecta",0,NA
2428,"Maccaffertium terminatum",0,NA
2429,"Carex molesta",0,NA
2430,"Draba verna",1,NA
2431,"Publilia concava",0,NA
2432,"Epiblema carolinana",0,NA
2433,"Pogonocherus mixtus",0,NA
2434,"Primula polyantha",NA,"No matching species"
2435,"Bondarzewia berkeleyi",0,NA
2436,"Dolichopus vigilans",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2437,"Rudbeckia fulgida",1,NA
2438,"Sanicula marilandica",0,NA
2439,"Arenaria interpres",0,NA
2440,"Metatropiphorus belfragii",0,NA
2441,"Galium mollugo",1,NA
2442,"Tulasnella aurantiaca",NA,"Results is empty"
2443,"Corimelaena pulicaria",0,NA
2444,"Aplocera plagiata",1,NA
2445,"Vitula edmandsii",0,NA
2446,"Cratichneumon parata",NA,"No data for Canada"
2447,"Equisetum fluviatile",0,NA
2448,"Pleurotus populinus",0,NA
2449,"Golovinomyces sonchicola",NA,"Results is empty"
2450,"Evergestis pallidata",0,NA
2451,"Cyathus striatus",0,NA
2452,"Anguilla rostrata",0,NA
2453,"Chortophaga viridifasciata",0,NA
2454,"Scudderia furcata",0,NA
2455,"Blattella germanica",1,NA
2456,"Solanum angustifolium",NA,"Results is empty"
2457,"Anisodactylus sanctaecrucis",0,NA
2458,"Oryzaephilus surinamensis",1,NA
2459,"Dryocosmus quercuspalustris",NA,"Results is empty"
2460,"Gaurotes cyanipennis",0,NA
2461,"Synageles venator",1,NA
2462,"Erysimum capitatum",0,NA
2463,"Golovinomyces sordidus",0,NA
2464,"Cydia pomonella",1,NA
2465,"Epilobium ciliatum",0,NA
2466,"Myadestes townsendi",0,NA
2467,"Dendroides canadensis",0,NA
2468,"Andrena nubecula",0,NA
2469,"Leiobunum ventricosum",0,NA
2470,"Hydra viridissima",NA,"Results is empty"
2471,"Amanita crocea",0,NA
2472,"Sagina japonica",1,NA
2473,"Stigmella multispicata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2474,"Trichocera bimacula",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2475,"Potamyia flava",0,NA
2476,"Conocephalus attenuatus",0,NA
2477,"Aeshna tuberculifera",0,NA
2478,"Fallopia scandens",0,NA
2479,"Asteromyia carbonifera",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2480,"Onthophagus nuchicornis",1,NA
2481,"Xanthorhoe lacustrata",0,NA
2482,"Monobia quadridens",0,NA
2483,"Uvularia sessilifolia",0,NA
2484,"Gargaphia tiliae",0,NA
2485,"Balaenoptera acutorostrata",0,NA
2486,"Neottiglossa undata",0,NA
2487,"Vitis labrusca",2,NA
2488,"Lasius neoniger",0,NA
2489,"Disonycha xanthomelas",0,NA
2490,"Virbia opella",0,NA
2491,"Cuscuta gronovii",0,NA
2492,"Lobelia kalmii",0,NA
2493,"Anania funebris",0,NA
2494,"Olethreutes nitidana",0,NA
2495,"Agonopterix curvilineella",0,NA
2496,"Lampropeltis triangulum",0,NA
2497,"Punctelia rudecta",0,NA
2498,"Acidota subcarinata",0,NA
2499,"Acronicta funeralis",0,NA
2500,"Pseudochorthippus curtipennis",0,NA
2501,"Hippodamia convergens",0,NA
2502,"Vireo griseus",0,NA
2503,"Chionaspis pinifoliae",0,NA
2504,"Ctenolepisma lineata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2505,"Lepidium sativum",1,NA
2506,"Photinus pyralis",0,NA
2507,"Icterica seriata",0,NA
2508,"Podoschistus vittifrons",NA,"No data for Canada"
2509,"Hypena baltimoralis",0,NA
2510,"Rhyssomatus lineaticollis",0,NA
2511,"Parazumia symmorpha",0,NA
2512,"Pleurotus pulmonarius",0,NA
2513,"Myelochroa aurulenta",0,NA
2514,"Acronicta fragilis",0,NA
2515,"Larus hyperboreus",0,NA
2516,"Aythya americana",0,NA
2517,"Phallus ravenelii",0,NA
2518,"Scilla mischtschenkoana",NA,"Results is empty"
2519,"Golovinomyces verbenae",NA,"Results is empty"
2520,"Carex pellita",0,NA
2521,"Ufeus plicatus",0,NA
2522,"Ampedus rubricus",0,NA
2523,"Scaptomyza flava",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2524,"Cyclophora pendulinaria",0,NA
2525,"Megaptera novaeangliae",0,NA
2526,"Puccinia coronata",0,NA
2527,"Nectria cinnabarina",0,NA
2528,"Cerceris clypeata",NA,"In argument: `subnationCode == ""QC""`."
2529,"Nicrophorus pustulatus",0,NA
2530,"Coccinella trifasciata",0,NA
2531,"Tolype laricis",0,NA
2532,"Lepidophora lutea",0,NA
2533,"Philanthus lepidus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2534,"Parallelodiplosis subtruncata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2535,"Chrysobothris harrisii",NA,"No matching species"
2536,"Tetrops praeustus",NA,"No matching species"
2537,"Microcrambus biguttellus",0,NA
2538,"Crocigrapha normani",0,NA
2539,"Euschistus variolarius",0,NA
2540,"Elasmucha lateralis",0,NA
2541,"Amanita velatipes",0,NA
2542,"Erynnis juvenalis",0,NA
2543,"Augochloropsis viridula",0,NA
2544,"Apomyelois bistriatella",0,NA
2545,"Lobiopa undulata",0,NA
2546,"Nomada imbricata",0,NA
2547,"Chrysodeixis includens",0,NA
2548,"Maccaffertium modestum",0,NA
2549,"Conotrachelus nenuphar",0,NA
2550,"Ceratophyllum demersum",0,NA
2551,"Pidonia ruficollis",0,NA
2552,"Anolis sagrei",NA,"No data for Canada"
2553,"Osmanthus fragrans",NA,"Results is empty"
2554,"Coelioxys sayi",0,NA
2555,"Pelecotoma flavipes",0,NA
2556,"Strophiona nitens",0,NA
2557,"Tylopilus rubrobrunneus",0,NA
2558,"Enallagma traviatum",0,NA
2559,"Spilomyia fusca",0,NA
2560,"Dreissena polymorpha",1,NA
2561,"Hypomyces chrysospermus",0,NA
2562,"Helvella crispa",0,NA
2563,"Amblypsilopus scintillans",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2564,"Omosita nearctica",0,NA
2565,"Pholiota flammans",0,NA
2566,"Thyreodon atricolor",NA,"No data for Canada"
2567,"Neoerysiphe maquii",NA,"Results is empty"
2568,"Geothlypis philadelphia",0,NA
2569,"Bittacomorpha clavipes",0,NA
2570,"Phedimus ellacombeanus",NA,"Results is empty"
2571,"Pyrrhalta viburni",1,NA
2572,"Metalimnobia immatura",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2573,"Anthophora terminalis",0,NA
2574,"Hemaris thysbe",0,NA
2575,"Macrobdella decora",0,NA
2576,"Dacrymyces chrysospermus",0,NA
2577,"Matricaria chamomilla",NA,"No matching species"
2578,"Rhinocyllus conicus",1,NA
2579,"Telphusa longifasciella",0,NA
2580,"Silene csereii",1,NA
2581,"Andrena integra",0,NA
2582,"Vaccinium angustifolium",0,NA
2583,"Schoenoplectus pungens",0,NA
2584,"Protodeltote albidula",0,NA
2585,"Sclerocona acutella",NA,"No matching species"
2586,"Chrysops aestuans",0,NA
2587,"Lampsilis siliquoidea",0,NA
2588,"Schizotus cervicalis",0,NA
2589,"Cabera erythemaria",0,NA
2590,"Galium palustre",0,NA
2591,"Leucorrhinia hudsonica",0,NA
2592,"Dryomyza anilis",0,NA
2593,"Olethreutes inornatana",0,NA
2594,"Dicymolomia julianalis",0,NA
2595,"Chauliodes pectinicornis",0,NA
2596,"Amelanchier laevis",0,NA
2597,"Stenochironomus hilaris",0,NA
2598,"Mastophora hutchinsoni",0,NA
2599,"Deleaster dichrous",1,NA
2600,"Ranunculus recurvatus",0,NA
2601,"Tmarus angulatus",0,NA
2602,"Lysimachia thyrsiflora",0,NA
2603,"Aegolius funereus",0,NA
2604,"Melanerpes erythrocephalus",0,NA
2605,"Zale lunata",0,NA
2606,"Diabrotica virgifera",0,NA
2607,"Apamea amputatrix",0,NA
2608,"Astragalus cicer",1,NA
2609,"Acleris clarkei",0,NA
2610,"Chrysoclista linneela",NA,"No matching species"
2611,"Lignyodes helvolus",0,NA
2612,"Agonum muelleri",1,NA
2613,"Chalcosyrphus curvaria",NA,"No matching species"
2614,"Thymus pulegioides",1,NA
2615,"Helianthus decapetalus",0,NA
2616,"Agrilus carpini",0,NA
2617,"Carex crinita",0,NA
2618,"Oberea tripunctata",0,NA
2619,"Leucocoprinus cepistipes",0,NA
2620,"Aythya affinis",0,NA
2621,"Tricholoma vaccinum",0,NA
2622,"Mycena filopes",0,NA
2623,"Phytoliriomyza melampyga",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2624,"Xanthoconium separans",0,NA
2625,"Sorbus decora",0,NA
2626,"Oxyporus rufipennis",0,NA
2627,"Oxychilus draparnaudi",1,NA
2628,"Parmotrema austrosinense",NA,"No data for Canada"
2629,"Prunus pumila",0,NA
2630,"Acronicta morula",0,NA
2631,"Paxillus involutus",0,NA
2632,"Panopoda rufimargo",0,NA
2633,"Dytiscus fasciventris",0,NA
2634,"Occidentalia comptulatalis",0,NA
2635,"Lochmaeus manteo",0,NA
2636,"Botryosphaeria dothidea",NA,"No data for Canada"
2637,"Ramariopsis kunzei",0,NA
2638,"Percina caprodes",0,NA
2639,"Schizura badia",0,NA
2640,"Nematocampa resistaria",0,NA
2641,"Centaurea montana",1,NA
2642,"Chimaphila umbellata",0,NA
2643,"Nephelopsis obscura",NA,"No matching species"
2644,"Psychomorpha epimenis",0,NA
2645,"Iridopsis larvaria",0,NA
2646,"Hemerocallis dumortieri",NA,"Results is empty"
2647,"Planorbella trivolvis",0,NA
2648,"Xylota segnis",1,NA
2649,"Ancylis semiovana",0,NA
2650,"Knautia macedonica",NA,"Results is empty"
2651,"Phytomyza aralivora",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2652,"Fieberiella florii",1,NA
2653,"Arta statalis",0,NA
2654,"Phlox divaricata",0,NA
2655,"Telamona tiliae",0,NA
2656,"Galega orientalis",NA,"Results is empty"
2657,"Aphis fabae",1,NA
2658,"Coprinopsis romagnesiana",0,NA
2659,"Tubaria furfuracea",0,NA
2660,"Phegopteris connectilis",0,NA
2661,"Erythroneura tricincta",0,NA
2662,"Balanobius salicivorus",NA,"Results is empty"
2663,"Theronia hilaris",NA,"Results is empty"
2664,"Ophonus puncticeps",1,NA
2665,"Calliephialtes grapholithae",NA,"Results is empty"
2666,"Priocnemis minorata",NA,"Results is empty"
2667,"Phalaenostola larentioides",0,NA
2668,"Carex sprengelii",0,NA
2669,"Lampsilis cardium",0,NA
2670,"Pilocrocis ramentalis",0,NA
2671,"Dypterygia rozmani",0,NA
2672,"Leucrocuta hebe",0,NA
2673,"Saperda calcarata",0,NA
2674,"Sanicula odorata",0,NA
2675,"Melanchra picta",0,NA
2676,"Zanclognatha jacchusalis",0,NA
2677,"Lemna trisulca",0,NA
2678,"Agrilus vittaticollis",0,NA
2679,"Palthis asopialis",0,NA
2680,"Agalliota quadripunctata",NA,"No matching species"
2681,"Sminthurinus henshawi",0,NA
2682,"Boettgerilla pallens",1,NA
2683,"Scopula inductata",0,NA
2684,"Enallagma geminatum",0,NA
2685,"Phalonidia lepidana",0,NA
2686,"Empidonax alnorum",0,NA
2687,"Pardosa saxatilis",0,NA
2688,"Thyraylia nana",0,NA
2689,"Geranium macrorrhizum",1,NA
2690,"Petasites hybridus",1,NA
2691,"Rosa carolina",0,NA
2692,"Olethreutes permundana",0,NA
2693,"Antherophagus ochraceus",0,NA
2694,"Xylesthia pruniramiella",0,NA
2695,"Alydus conspersus",0,NA
2696,"Erysiphe trifoliorum",NA,"Results is empty"
2697,"Epistrophe grossulariae",0,NA
2698,"Nymphaea marliacea",NA,"No matching species"
2699,"Tortula acaulon",0,NA
2700,"Helminthosphaeria clavariarum",0,NA
2701,"Erysiphe symphoricarpi",NA,"No data for Canada"
2702,"Cotoneaster acutifolius",1,NA
2703,"Megacerus discoidus",0,NA
2704,"Carpophilus brachypterus",0,NA
2705,"Malus baccata",1,NA
2706,"Hyssopus thymus",0,NA
2707,"Veronica longifolia",1,NA
2708,"Plutella porrectella",0,NA
2709,"Callosamia promethea",0,NA
2710,"Bruchophagus gibbus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
2711,"Clemensia albata",0,NA
2712,"Chelifer cancroides",2,NA
2713,"Typha glauca",NA,"No matching species"
2714,"Amphicrossus ciliatus",0,NA
2715,"Taphrina pruni",NA,"Results is empty"
2716,"Aralia elata",1,NA
2717,"Nyctanassa violacea",NA,"No data for Canada"
2718,"Stictopleurus punctiventris",0,NA
2719,"Pero ancetaria",0,NA
2720,"Tournotaris bimaculata",0,NA
2721,"Cecrita guttivitta",0,NA
2722,"Grammia virgo",NA,"No matching species"
2723,"Scudderia pistillata",0,NA
2724,"Lytrosis unitaria",0,NA
2725,"Nemoria bistriaria",0,NA
2726,"Orthodes cynica",0,NA
2727,"Argyrotaenia quercifoliana",0,NA
2728,"Rhodobaenus quinquepunctatus",0,NA
2729,"Tortricidia testacea",0,NA
2730,"Glischrochilus fasciatus",0,NA
2731,"Argyria nivalis",NA,"Results is empty"
2732,"Epilobium parviflorum",1,NA
2733,"Aedes triseriatus",0,NA
2734,"Phyllosticta paviae",NA,"No data for Canada"
2735,"Cosmopterix nitens",0,NA
2736,"Anthrax analis",NA,"No matching species"
2737,"Physocephala marginata",0,NA
2738,"Lathyrus pratensis",1,NA
2739,"Phlegyas abbreviatus",0,NA
2740,"Oxyomus sylvestris",1,NA
2741,"Prionoxystus robiniae",0,NA
2742,"Coreopsis lanceolata",2,NA
2743,"Ampedus apicatus",0,NA
2744,"Geum aleppicum",0,NA
2745,"Dichrorampha acuminatana",1,NA
2746,"Ganoderma resinaceum",0,NA
2747,"Deltometopus amoenicornis",0,NA
2748,"Orius insidiosus",0,NA
2749,"Coelichneumon azotus",NA,"Results is empty"
2750,"Symphyotrichum ontarionis",0,NA
2751,"Coltricia perennis",0,NA
2752,"Sphinx canadensis",0,NA
2753,"Macremphytus testaceus",0,NA
2754,"Dyspyralis puncticosta",0,NA
2755,"Anthonomus suturalis",0,NA
2756,"Solanum carolinense",1,NA
2757,"Ampelopsis glandulosa",1,NA
2758,"Stenonema femoratum",0,NA
2759,"Palpita magniferalis",0,NA
2760,"Thera juniperata",1,NA
2761,"Hyperaspis undulata",0,NA
2762,"Oenothera parviflora",0,NA
2763,"Acanthocinus pusillus",0,NA
2764,"Zale phaeocapna",0,NA
2765,"Notodonta scitipennis",0,NA
2766,"Anser rossii",0,NA
2767,"Clavulinopsis fusiformis",0,NA
2768,"Epilobium coloratum",0,NA
2769,"Mentha canadensis",0,NA
2770,"Thalictrum pubescens",0,NA
2771,"Calligrapha confluens",0,NA
2772,"Conservula anodonta",0,NA
2773,"Archips cerasivorana",0,NA
2774,"Hypena bijugalis",0,NA
2775,"Argyrotaenia quadrifasciana",0,NA
2776,"Libytheana carinenta",NA,"No data for Canada"
2777,"Physcia stellaris",0,NA
2778,"Isarthrus rufipes",0,NA
2779,"Hibana gracilis",0,NA
2780,"Chrysolina marginata",0,NA
